k_s,sensitivity,cantera equation,cantera products,cantera reactants
937,1.984475157013606e-09,F(37) + OF(231) <=> HF(38) + [O]F(257),"{'HF(38)': 1.0, '[O]F(257)': 1.0}","{'F(37)': 1.0, 'OF(231)': 1.0}"
1531,-1.978347561583297e-09,F(37) + OO[C]1OO1(2198) <=> HF(38) + [O]O[C]1OO1(684),"{'HF(38)': 1.0, '[O]O[C]1OO1(684)': 1.0}","{'F(37)': 1.0, 'OO[C]1OO1(2198)': 1.0}"
1740,-1.930549107796247e-09,CH2F(45) + CH2O2(153) <=> CH2OH(33) + CHFO(46),"{'CH2OH(33)': 1.0, 'CHFO(46)': 1.0}","{'CH2F(45)': 1.0, 'CH2O2(153)': 1.0}"
510,-1.878566526906757e-09,CHO2(154) + H2O2(11) <=> CH2O2(153) + HO2(10),"{'CH2O2(153)': 1.0, 'HO2(10)': 1.0}","{'CHO2(154)': 1.0, 'H2O2(11)': 1.0}"
1524,-1.8575494515755444e-09,CO2(13) + H2O2(11) <=> CHO4(412) + H(3),"{'CHO4(412)': 1.0, 'H(3)': 1.0}","{'CO2(13)': 1.0, 'H2O2(11)': 1.0}"
387,1.80786738219979e-09,C2FO4(323) <=> CFO2(178) + CO2(13),"{'CFO2(178)': 1.0, 'CO2(13)': 1.0}",{'C2FO4(323)': 1.0}
435,1.763607419131166e-09,C2O4(206) + F(37) <=> C2FO4(323),{'C2FO4(323)': 1.0},"{'C2O4(206)': 1.0, 'F(37)': 1.0}"
1378,1.737336486449425e-09,CFO3(398) + O[CH]F(224) <=> CHFO(46) + CHFO3(641),"{'CHFO(46)': 1.0, 'CHFO3(641)': 1.0}","{'CFO3(398)': 1.0, 'O[CH]F(224)': 1.0}"
1729,-1.6717154116136002e-09,CH2F(45) + H2O(7) <=> CH2OH(33) + HF(38),"{'CH2OH(33)': 1.0, 'HF(38)': 1.0}","{'CH2F(45)': 1.0, 'H2O(7)': 1.0}"
1291,1.569856854309333e-09,C2H2O4(1836) + F(37) <=> C2H2FO4(1840),{'C2H2FO4(1840)': 1.0},"{'C2H2O4(1836)': 1.0, 'F(37)': 1.0}"
377,-1.5535508538800798e-09,CFO(50) + O(4) <=> CFO2(178),{'CFO2(178)': 1.0},"{'CFO(50)': 1.0, 'O(4)': 1.0}"
1171,-1.532832235887853e-09,HCO(14) + O[CH]O(970) <=> CH2O(19) + CH2O2(153),"{'CH2O(19)': 1.0, 'CH2O2(153)': 1.0}","{'HCO(14)': 1.0, 'O[CH]O(970)': 1.0}"
1374,-1.5153360240529417e-09,O[CH]F(224) + [O]F(257) <=> CHFO(46) + OF(231),"{'CHFO(46)': 1.0, 'OF(231)': 1.0}","{'O[CH]F(224)': 1.0, '[O]F(257)': 1.0}"
1662,1.4853219966629326e-09,CO2(13) + O[C]1OO1(661) <=> C2O5(975) + H(3),"{'C2O5(975)': 1.0, 'H(3)': 1.0}","{'CO2(13)': 1.0, 'O[C]1OO1(661)': 1.0}"
1750,-1.4569639676171398e-09,CH2OH(33) + [O]F(257) <=> CH2O(19) + OF(231),"{'CH2O(19)': 1.0, 'OF(231)': 1.0}","{'CH2OH(33)': 1.0, '[O]F(257)': 1.0}"
245,1.4271091518431782e-09,O2(2) + O[C]1OO1(661) <=> CO3(658) + HO2(10),"{'CO3(658)': 1.0, 'HO2(10)': 1.0}","{'O2(2)': 1.0, 'O[C]1OO1(661)': 1.0}"
790,1.4264445129897197e-09,CHO2(154) + OH(5) <=> H(3) + O[C]1OO1(661),"{'H(3)': 1.0, 'O[C]1OO1(661)': 1.0}","{'CHO2(154)': 1.0, 'OH(5)': 1.0}"
711,1.4191884821186277e-09,CO2(13) + [O][C]1OO1(659) <=> C2O5(1179),{'C2O5(1179)': 1.0},"{'CO2(13)': 1.0, '[O][C]1OO1(659)': 1.0}"
1744,-1.3893810526349122e-09,CH2O(19) + CH2O2(153) <=> CH2OH(33) + CHO2(154),"{'CH2OH(33)': 1.0, 'CHO2(154)': 1.0}","{'CH2O(19)': 1.0, 'CH2O2(153)': 1.0}"
291,1.3634707725379663e-09,CH2O(19) + HO2(10) <=> CH2O2(153) + OH(5),"{'CH2O2(153)': 1.0, 'OH(5)': 1.0}","{'CH2O(19)': 1.0, 'HO2(10)': 1.0}"
2028,-1.3620440416646083e-09,CFO2(178) + [O][C]1OO1(659) <=> CO2(13) + FO[C]1OO1(660),"{'CO2(13)': 1.0, 'FO[C]1OO1(660)': 1.0}","{'CFO2(178)': 1.0, '[O][C]1OO1(659)': 1.0}"
1364,-1.3291323465461897e-09,CHO2(154) + O[CH]F(224) <=> CH2O2(153) + CHFO(46),"{'CH2O2(153)': 1.0, 'CHFO(46)': 1.0}","{'CHO2(154)': 1.0, 'O[CH]F(224)': 1.0}"
1946,-1.317744750666972e-09,CH3O(26) + F(37) <=> CH2O(19) + HF(38),"{'CH2O(19)': 1.0, 'HF(38)': 1.0}","{'CH3O(26)': 1.0, 'F(37)': 1.0}"
1506,-1.29246794324497e-09,CO2(13) + HCO(14) <=> CHO2(154) + CO(12),"{'CHO2(154)': 1.0, 'CO(12)': 1.0}","{'CO2(13)': 1.0, 'HCO(14)': 1.0}"
326,-1.2842085879016123e-09,CH2O2(153) + CO2(13) <=> CHO2(154) + CHO2(157),"{'CHO2(154)': 1.0, 'CHO2(157)': 1.0}","{'CH2O2(153)': 1.0, 'CO2(13)': 1.0}"
374,-1.2448084525486753e-09,CFO2(178) + H2O2(11) <=> CFOOH(127) + HO2(10),"{'CFOOH(127)': 1.0, 'HO2(10)': 1.0}","{'CFO2(178)': 1.0, 'H2O2(11)': 1.0}"
590,-1.211806212722382e-09,CF2O(48) + H2O(7) <=> CFOOH(127) + HF(38),"{'CFOOH(127)': 1.0, 'HF(38)': 1.0}","{'CF2O(48)': 1.0, 'H2O(7)': 1.0}"
1138,-1.1537817754432537e-09,O(4) + [O]O[C]1OO1(684) <=> CO3(658) + O2(149),"{'CO3(658)': 1.0, 'O2(149)': 1.0}","{'O(4)': 1.0, '[O]O[C]1OO1(684)': 1.0}"
259,1.136816431692626e-09,CO3(658) <=> CO(12) + O2(149),"{'CO(12)': 1.0, 'O2(149)': 1.0}",{'CO3(658)': 1.0}
308,-1.128547914253142e-09,CHO2(154) + H(3) <=> CHO2(157) + H(3),"{'CHO2(157)': 1.0, 'H(3)': 1.0}","{'CHO2(154)': 1.0, 'H(3)': 1.0}"
773,1.1187256083067245e-09,F(37) + O[C]1OO1(661) <=> H(3) + [O]C1(F)OO1(655),"{'H(3)': 1.0, '[O]C1(F)OO1(655)': 1.0}","{'F(37)': 1.0, 'O[C]1OO1(661)': 1.0}"
1339,1.1183450823945232e-09,CO2(156) + O(4) <=> CO(12) + O2(149),"{'CO(12)': 1.0, 'O2(149)': 1.0}","{'CO2(156)': 1.0, 'O(4)': 1.0}"
302,1.1071211411357844e-09,CH2(T)(17) + O2(2) <=> CHO2(157) + H(3),"{'CHO2(157)': 1.0, 'H(3)': 1.0}","{'CH2(T)(17)': 1.0, 'O2(2)': 1.0}"
1640,1.0651692540766911e-09,C2O3(3471) + O(4) <=> C2O4(204),{'C2O4(204)': 1.0},"{'C2O3(3471)': 1.0, 'O(4)': 1.0}"
1902,-1.027032749514986e-09,CH2F(45) + O[C](O)F(765) <=> CFOOH(127) + CH3F(1),"{'CFOOH(127)': 1.0, 'CH3F(1)': 1.0}","{'CH2F(45)': 1.0, 'O[C](O)F(765)': 1.0}"
1790,-1.0205872089562348e-09,CO2(156) + O[C]1OO1(661) <=> CHO2(154) + CO3(658),"{'CHO2(154)': 1.0, 'CO3(658)': 1.0}","{'CO2(156)': 1.0, 'O[C]1OO1(661)': 1.0}"
525,-1.0173104431002508e-09,CH2O3(316) + CO(12) <=> CHO2(154) + CHO2(157),"{'CHO2(154)': 1.0, 'CHO2(157)': 1.0}","{'CH2O3(316)': 1.0, 'CO(12)': 1.0}"
915,-1.0169421691307448e-09,O(4) + [O]F(257) <=> [O]OF(145),{'[O]OF(145)': 1.0},"{'O(4)': 1.0, '[O]F(257)': 1.0}"
1665,1.001623379982703e-09,C2HO5(670) + OH(5) <=> C2O5(975) + H2O(7),"{'C2O5(975)': 1.0, 'H2O(7)': 1.0}","{'C2HO5(670)': 1.0, 'OH(5)': 1.0}"
765,9.837240753952838e-10,CFO2(178) + OH(5) <=> CO2(13) + OF(231),"{'CO2(13)': 1.0, 'OF(231)': 1.0}","{'CFO2(178)': 1.0, 'OH(5)': 1.0}"
1595,9.313472119709494e-10,CH2O(19) + HO2(10) <=> O(4) + [O]CO(428),"{'O(4)': 1.0, '[O]CO(428)': 1.0}","{'CH2O(19)': 1.0, 'HO2(10)': 1.0}"
488,-9.308853208977354e-10,HCO(14) + [O]OF(145) <=> CHFO(46) + O2(2),"{'CHFO(46)': 1.0, 'O2(2)': 1.0}","{'HCO(14)': 1.0, '[O]OF(145)': 1.0}"
918,8.916994653680932e-10,CO2(13) + F(37) <=> CO(12) + [O]F(257),"{'CO(12)': 1.0, '[O]F(257)': 1.0}","{'CO2(13)': 1.0, 'F(37)': 1.0}"
2087,8.673810488440988e-10,C2H2O5(1555) + HCO(14) <=> C2HO5(670) + CH2O(19),"{'C2HO5(670)': 1.0, 'CH2O(19)': 1.0}","{'C2H2O5(1555)': 1.0, 'HCO(14)': 1.0}"
919,8.012988029865732e-10,CFO(50) + [O]F(257) <=> CF2O(48) + O(4),"{'CF2O(48)': 1.0, 'O(4)': 1.0}","{'CFO(50)': 1.0, '[O]F(257)': 1.0}"
701,-7.926053878963309e-10,CO2(13) + O2(2) <=> CO3(202) + O(4),"{'CO3(202)': 1.0, 'O(4)': 1.0}","{'CO2(13)': 1.0, 'O2(2)': 1.0}"
1908,-7.801876410434572e-10,HCO(14) + O[C](O)F(765) <=> CFOOH(127) + CH2O(19),"{'CFOOH(127)': 1.0, 'CH2O(19)': 1.0}","{'HCO(14)': 1.0, 'O[C](O)F(765)': 1.0}"
1346,-7.756147660095924e-10,F(37) + O[CH]F(224) <=> CHFO(46) + HF(38),"{'CHFO(46)': 1.0, 'HF(38)': 1.0}","{'F(37)': 1.0, 'O[CH]F(224)': 1.0}"
1923,-7.520444476601604e-10,HO2(10) + O[C](O)F(765) <=> CFOOH(127) + H2O2(11),"{'CFOOH(127)': 1.0, 'H2O2(11)': 1.0}","{'HO2(10)': 1.0, 'O[C](O)F(765)': 1.0}"
1631,7.052221665921965e-10,HO2(10) + [O][C]1OO1(659) <=> CO3(658) + HO2(10),"{'CO3(658)': 1.0, 'HO2(10)': 1.0}","{'HO2(10)': 1.0, '[O][C]1OO1(659)': 1.0}"
1067,-6.97250845383738e-10,CO3(658) + H(3) <=> CO2(156) + OH(5),"{'CO2(156)': 1.0, 'OH(5)': 1.0}","{'CO3(658)': 1.0, 'H(3)': 1.0}"
1350,6.513355786440544e-10,CH2F(45) + H2O(7) <=> H2(6) + O[CH]F(224),"{'H2(6)': 1.0, 'O[CH]F(224)': 1.0}","{'CH2F(45)': 1.0, 'H2O(7)': 1.0}"
505,-6.387631236615004e-10,CH2O2(153) + H(3) <=> H(3) + [O]C[O](151),"{'H(3)': 1.0, '[O]C[O](151)': 1.0}","{'CH2O2(153)': 1.0, 'H(3)': 1.0}"
1221,6.289761900863548e-10,C2H2O4(1836) + [O]F(257) <=> C2HO4(1601) + OF(231),"{'C2HO4(1601)': 1.0, 'OF(231)': 1.0}","{'C2H2O4(1836)': 1.0, '[O]F(257)': 1.0}"
383,-6.176603451374057e-10,CFOOH(127) + CO2(13) <=> C2FO4(323) + H(3),"{'C2FO4(323)': 1.0, 'H(3)': 1.0}","{'CFOOH(127)': 1.0, 'CO2(13)': 1.0}"
1366,-6.148541900256881e-10,CH2O2(153) + CHFO(46) <=> CHO2(154) + O[CH]F(224),"{'CHO2(154)': 1.0, 'O[CH]F(224)': 1.0}","{'CH2O2(153)': 1.0, 'CHFO(46)': 1.0}"
1610,-6.12963042602401e-10,O2(2) + [O]CO(428) <=> CH2O2(153) + HO2(10),"{'CH2O2(153)': 1.0, 'HO2(10)': 1.0}","{'O2(2)': 1.0, '[O]CO(428)': 1.0}"
382,-5.980180189752642e-10,CFOOH(127) + CO2(13) <=> C2FO4(323) + H(3),"{'C2FO4(323)': 1.0, 'H(3)': 1.0}","{'CFOOH(127)': 1.0, 'CO2(13)': 1.0}"
1606,5.897803657494734e-10,[O]CO(428) <=> CH2O2(153) + H(3),"{'CH2O2(153)': 1.0, 'H(3)': 1.0}",{'[O]CO(428)': 1.0}
381,-5.768935348009107e-10,2 CO2(13) + HF(38) <=> C2FO4(323) + H(3),"{'C2FO4(323)': 1.0, 'H(3)': 1.0}","{'CO2(13)': 2.0, 'HF(38)': 1.0}"
1164,5.766384618278753e-10,CH2O(19) + CHO2(157) <=> CH2O2(153) + HCO(14),"{'CH2O2(153)': 1.0, 'HCO(14)': 1.0}","{'CH2O(19)': 1.0, 'CHO2(157)': 1.0}"
764,-5.68493985193503e-10,CHFO3(641) <=> CO2(13) + OF(231),"{'CO2(13)': 1.0, 'OF(231)': 1.0}",{'CHFO3(641)': 1.0}
1480,-5.640640010225898e-10,OH(5) + [O][C]1OO1(659) <=> CHO2(157) + O2(2),"{'CHO2(157)': 1.0, 'O2(2)': 1.0}","{'OH(5)': 1.0, '[O][C]1OO1(659)': 1.0}"
221,-5.549008860886677e-10,CFOOH(127) + H(3) <=> CHO2(157) + HF(38),"{'CHO2(157)': 1.0, 'HF(38)': 1.0}","{'CFOOH(127)': 1.0, 'H(3)': 1.0}"
1906,-5.450274006653393e-10,CFO(50) + O[C](O)F(765) <=> CFOOH(127) + CHFO(46),"{'CFOOH(127)': 1.0, 'CHFO(46)': 1.0}","{'CFO(50)': 1.0, 'O[C](O)F(765)': 1.0}"
1130,-5.396729800948845e-10,CH2O3(316) + CHFO(46) <=> CHO2(157) + [O]OCF(198),"{'CHO2(157)': 1.0, '[O]OCF(198)': 1.0}","{'CH2O3(316)': 1.0, 'CHFO(46)': 1.0}"
483,-5.361222848517219e-10,C2H2O4(1836) + O2(2) <=> C2HO4(1601) + HO2(10),"{'C2HO4(1601)': 1.0, 'HO2(10)': 1.0}","{'C2H2O4(1836)': 1.0, 'O2(2)': 1.0}"
78,-5.212814003887506e-10,HCO(14) + O(4) <=> CHO2(154),{'CHO2(154)': 1.0},"{'HCO(14)': 1.0, 'O(4)': 1.0}"
1666,4.787834695965703e-10,C2HO5(670) + O(4) <=> C2O5(975) + OH(5),"{'C2O5(975)': 1.0, 'OH(5)': 1.0}","{'C2HO5(670)': 1.0, 'O(4)': 1.0}"
1055,-4.561414963267387e-10,CO2(156) + O2(2) <=> CO3(202) + O(4),"{'CO3(202)': 1.0, 'O(4)': 1.0}","{'CO2(156)': 1.0, 'O2(2)': 1.0}"
499,-4.426348494356155e-10,C2H2O4(1836) + HO2(10) <=> C2HO4(1601) + H2O2(11),"{'C2HO4(1601)': 1.0, 'H2O2(11)': 1.0}","{'C2H2O4(1836)': 1.0, 'HO2(10)': 1.0}"
622,-4.3886749812700195e-10,HO2(10) + O[C](F)F(869) <=> CF2O(48) + H2O2(11),"{'CF2O(48)': 1.0, 'H2O2(11)': 1.0}","{'HO2(10)': 1.0, 'O[C](F)F(869)': 1.0}"
496,-4.3685997887997816e-10,CFO2(178) + O2(2) <=> CO2(13) + [O]OF(145),"{'CO2(13)': 1.0, '[O]OF(145)': 1.0}","{'CFO2(178)': 1.0, 'O2(2)': 1.0}"
1574,-4.3626067963942606e-10,CO3(202) + OH(5) <=> CO2(13) + HO2(10),"{'CO2(13)': 1.0, 'HO2(10)': 1.0}","{'CO3(202)': 1.0, 'OH(5)': 1.0}"
614,-4.3206119951748345e-10,F(37) + O[C](F)F(869) <=> CF2O(48) + HF(38),"{'CF2O(48)': 1.0, 'HF(38)': 1.0}","{'F(37)': 1.0, 'O[C](F)F(869)': 1.0}"
1789,-4.1419869721897124e-10,CO2(156) + O[C]1OO1(661) <=> CHO2(157) + CO3(658),"{'CHO2(157)': 1.0, 'CO3(658)': 1.0}","{'CO2(156)': 1.0, 'O[C]1OO1(661)': 1.0}"
176,4.109813635974106e-10,H2(6) + O2(149) <=> 2 OH(5),{'OH(5)': 2.0},"{'H2(6)': 1.0, 'O2(149)': 1.0}"
1599,-4.0982737108552834e-10,H(3) + [O]CO(428) <=> CH2O2(153) + H2(6),"{'CH2O2(153)': 1.0, 'H2(6)': 1.0}","{'H(3)': 1.0, '[O]CO(428)': 1.0}"
150,-4.0932123751155253e-10,CO(12) + OH(5) <=> CHO2(157),{'CHO2(157)': 1.0},"{'CO(12)': 1.0, 'OH(5)': 1.0}"
156,4.0765308256102645e-10,CHO3(238) <=> O[C]1OO1(661),{'O[C]1OO1(661)': 1.0},{'CHO3(238)': 1.0}
154,4.0661568663922263e-10,CHO3(238) <=> CO2(13) + OH(5),"{'CO2(13)': 1.0, 'OH(5)': 1.0}",{'CHO3(238)': 1.0}
282,-3.94194782204151e-10,[O]C[O](151) <=> CH2O2(153),{'CH2O2(153)': 1.0},{'[O]C[O](151)': 1.0}
1389,-3.939180576759016e-10,CHO3(238) + CO2(13) <=> C2HO5(672),{'C2HO5(672)': 1.0},"{'CHO3(238)': 1.0, 'CO2(13)': 1.0}"
469,3.7992058026402645e-10,C2O4(206) + CHO2(154) <=> C2HO4(1601) + CO2(13),"{'C2HO4(1601)': 1.0, 'CO2(13)': 1.0}","{'C2O4(206)': 1.0, 'CHO2(154)': 1.0}"
1953,-3.7838111289640665e-10,CFO2(178) + CH3O(26) <=> CFOOH(127) + CH2O(19),"{'CFOOH(127)': 1.0, 'CH2O(19)': 1.0}","{'CFO2(178)': 1.0, 'CH3O(26)': 1.0}"
1139,3.77595438660713e-10,CFOOH(127) + OH(5) <=> CH2O3(316) + F(37),"{'CH2O3(316)': 1.0, 'F(37)': 1.0}","{'CFOOH(127)': 1.0, 'OH(5)': 1.0}"
1668,3.730412135801386e-10,C2HO5(670) + H(3) <=> C2O5(975) + H2(6),"{'C2O5(975)': 1.0, 'H2(6)': 1.0}","{'C2HO5(670)': 1.0, 'H(3)': 1.0}"
740,-3.7244945334501564e-10,CFO(50) + O[C](F)F(869) <=> CO(12) + OC(F)(F)F(2205),"{'CO(12)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CFO(50)': 1.0, 'O[C](F)F(869)': 1.0}"
1930,3.6871994840242253e-10,CHFO(46) + OH(5) <=> O[C](O)F(765),{'O[C](O)F(765)': 1.0},"{'CHFO(46)': 1.0, 'OH(5)': 1.0}"
2007,3.647119958714065e-10,CHO3(238) + CO(12) <=> HCO(14) + [O][C]1OO1(659),"{'HCO(14)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CHO3(238)': 1.0, 'CO(12)': 1.0}"
681,3.629227614633113e-10,CF2O(48) + O(4) <=> FC1(F)OO1(2337),{'FC1(F)OO1(2337)': 1.0},"{'CF2O(48)': 1.0, 'O(4)': 1.0}"
1675,-3.467818027646298e-10,CO2(13) + CO3(658) <=> C2O5(975),{'C2O5(975)': 1.0},"{'CO2(13)': 1.0, 'CO3(658)': 1.0}"
281,-3.426907565569847e-10,CH2(T)(17) + O2(2) <=> CH2O2(153),{'CH2O2(153)': 1.0},"{'CH2(T)(17)': 1.0, 'O2(2)': 1.0}"
995,3.321531118826695e-10,CFO(50) + [O][C]1OO1(659) <=> CFO2(178) + CO2(156),"{'CFO2(178)': 1.0, 'CO2(156)': 1.0}","{'CFO(50)': 1.0, '[O][C]1OO1(659)': 1.0}"
806,3.2851615199465804e-10,CFO3(398) + CHO2(157) <=> CHFO3(641) + CO2(13),"{'CHFO3(641)': 1.0, 'CO2(13)': 1.0}","{'CFO3(398)': 1.0, 'CHO2(157)': 1.0}"
807,3.189166578377233e-10,CFO3(398) + CHO2(154) <=> CHFO3(641) + CO2(13),"{'CHFO3(641)': 1.0, 'CO2(13)': 1.0}","{'CFO3(398)': 1.0, 'CHO2(154)': 1.0}"
2056,-3.154972735694764e-10,CHO4(412) + OH(5) <=> CO4(180) + H2O(7),"{'CO4(180)': 1.0, 'H2O(7)': 1.0}","{'CHO4(412)': 1.0, 'OH(5)': 1.0}"
341,3.1069439920305723e-10,O[C]1OO1(661) + [O][C]1OO1(659) <=> CO3(658) + O[C]1OO1(661),"{'CO3(658)': 1.0, 'O[C]1OO1(661)': 1.0}","{'O[C]1OO1(661)': 1.0, '[O][C]1OO1(659)': 1.0}"
1638,-3.0314306799723364e-10,C2O3(3471) + OH(5) <=> C2O4(204) + H(3),"{'C2O4(204)': 1.0, 'H(3)': 1.0}","{'C2O3(3471)': 1.0, 'OH(5)': 1.0}"
1384,-3.003220399820137e-10,CO2(13) + O-2(150) <=> CO(12) + O2(149),"{'CO(12)': 1.0, 'O2(149)': 1.0}","{'CO2(13)': 1.0, 'O-2(150)': 1.0}"
217,2.998212945605099e-10,CHFO(46) + HO2(10) <=> CFOOH(127) + OH(5),"{'CFOOH(127)': 1.0, 'OH(5)': 1.0}","{'CHFO(46)': 1.0, 'HO2(10)': 1.0}"
372,-2.9969128383397825e-10,CFOOH(127) + CO2(13) <=> CFO2(178) + CHO2(154),"{'CFO2(178)': 1.0, 'CHO2(154)': 1.0}","{'CFOOH(127)': 1.0, 'CO2(13)': 1.0}"
289,2.7655348228723327e-10,CH2O(19) + H2O(7) <=> CH2O2(153) + H2(6),"{'CH2O2(153)': 1.0, 'H2(6)': 1.0}","{'CH2O(19)': 1.0, 'H2O(7)': 1.0}"
360,2.714438413395914e-10,CFO2(178) + O(4) <=> [O]C1(F)OO1(655),{'[O]C1(F)OO1(655)': 1.0},"{'CFO2(178)': 1.0, 'O(4)': 1.0}"
1223,2.711337427282632e-10,O[C]1OO1(661) + [O]F(257) <=> CO3(658) + OF(231),"{'CO3(658)': 1.0, 'OF(231)': 1.0}","{'O[C]1OO1(661)': 1.0, '[O]F(257)': 1.0}"
1181,-2.6875575345031726e-10,HO2(10) + O[CH]O(970) <=> CH2O2(153) + H2O2(11),"{'CH2O2(153)': 1.0, 'H2O2(11)': 1.0}","{'HO2(10)': 1.0, 'O[CH]O(970)': 1.0}"
1104,2.591546291420779e-10,[CH]1OO1(152) <=> CO2(13) + H(3),"{'CO2(13)': 1.0, 'H(3)': 1.0}",{'[CH]1OO1(152)': 1.0}
743,2.5873143848147543e-10,C2HO4(1601) + O(4) <=> C2O4(204) + OH(5),"{'C2O4(204)': 1.0, 'OH(5)': 1.0}","{'C2HO4(1601)': 1.0, 'O(4)': 1.0}"
1264,-2.5538056443022795e-10,CHO2(157) + F(37) <=> CFO2(178) + H(3),"{'CFO2(178)': 1.0, 'H(3)': 1.0}","{'CHO2(157)': 1.0, 'F(37)': 1.0}"
1772,-2.515001417650249e-10,CO(12) + O[C]1OO1(661) <=> CO2(13) + [CH]1OO1(152),"{'CO2(13)': 1.0, '[CH]1OO1(152)': 1.0}","{'CO(12)': 1.0, 'O[C]1OO1(661)': 1.0}"
134,-2.4911445382768657e-10,H(3) + [O]C[O](151) <=> CHO2(154) + H2(6),"{'CHO2(154)': 1.0, 'H2(6)': 1.0}","{'H(3)': 1.0, '[O]C[O](151)': 1.0}"
1097,-2.4127269494494435e-10,H(3) + [O]OF(145) <=> OOF(259),{'OOF(259)': 1.0},"{'H(3)': 1.0, '[O]OF(145)': 1.0}"
599,-2.376998673299833e-10,CFO(50) + [O]OF(145) <=> CF2O(48) + O2(2),"{'CF2O(48)': 1.0, 'O2(2)': 1.0}","{'CFO(50)': 1.0, '[O]OF(145)': 1.0}"
527,-2.351876575858277e-10,C2H2O4(835) <=> CHO2(154) + CHO2(157),"{'CHO2(154)': 1.0, 'CHO2(157)': 1.0}",{'C2H2O4(835)': 1.0}
644,-2.2865158682475742e-10,CFO(50) + OH(5) <=> CO(12) + OF(231),"{'CO(12)': 1.0, 'OF(231)': 1.0}","{'CFO(50)': 1.0, 'OH(5)': 1.0}"
1054,-2.2513427430551598e-10,CO2(156) <=> CO2(13),{'CO2(13)': 1.0},{'CO2(156)': 1.0}
1173,-2.2453956768162347e-10,CH2O2(153) + H(3) <=> O[CH]O(970),{'O[CH]O(970)': 1.0},"{'CH2O2(153)': 1.0, 'H(3)': 1.0}"
891,2.2075107109824237e-10,C2H2O4(1836) + CFO2(178) <=> C2HO4(1601) + CFOOH(127),"{'C2HO4(1601)': 1.0, 'CFOOH(127)': 1.0}","{'C2H2O4(1836)': 1.0, 'CFO2(178)': 1.0}"
465,2.1836299269454849e-10,C2HO4(1601) + F(37) <=> C2O4(204) + HF(38),"{'C2O4(204)': 1.0, 'HF(38)': 1.0}","{'C2HO4(1601)': 1.0, 'F(37)': 1.0}"
159,-2.1735211606405587e-10,CHO2(157) + O(4) <=> CHO3(238),{'CHO3(238)': 1.0},"{'CHO2(157)': 1.0, 'O(4)': 1.0}"
1086,2.0883043555099017e-10,OH(5) + OOF(259) <=> HO2(10) + OF(231),"{'HO2(10)': 1.0, 'OF(231)': 1.0}","{'OH(5)': 1.0, 'OOF(259)': 1.0}"
1066,-2.0526445587955902e-10,CO2(156) + OH(5) <=> CO3(202) + H(3),"{'CO3(202)': 1.0, 'H(3)': 1.0}","{'CO2(156)': 1.0, 'OH(5)': 1.0}"
438,1.9748121712109846e-10,C2O4(206) + CFO(50) <=> C2FO4(1196) + CO(12),"{'C2FO4(1196)': 1.0, 'CO(12)': 1.0}","{'C2O4(206)': 1.0, 'CFO(50)': 1.0}"
306,1.8457813187249435e-10,[O]C[O](151) <=> CHO2(157) + H(3),"{'CHO2(157)': 1.0, 'H(3)': 1.0}",{'[O]C[O](151)': 1.0}
1359,1.837427287568853e-10,O[CH]F(224) + [O][C]1OO1(659) <=> CHFO(46) + O[C]1OO1(661),"{'CHFO(46)': 1.0, 'O[C]1OO1(661)': 1.0}","{'O[CH]F(224)': 1.0, '[O][C]1OO1(659)': 1.0}"
322,1.8025690377993612e-10,CO3(202) <=> CO(12) + O2(149),"{'CO(12)': 1.0, 'O2(149)': 1.0}",{'CO3(202)': 1.0}
706,1.7367121612129847e-10,CO2(13) + CO3(658) <=> C2O5(1179),{'C2O5(1179)': 1.0},"{'CO2(13)': 1.0, 'CO3(658)': 1.0}"
1673,-1.7069540303666479e-10,CO2(13) + [O][C]1OO1(659) <=> C2O5(975),{'C2O5(975)': 1.0},"{'CO2(13)': 1.0, '[O][C]1OO1(659)': 1.0}"
1484,-1.6877863763184216e-10,CO3(658) + OH(5) <=> CHO2(157) + O2(2),"{'CHO2(157)': 1.0, 'O2(2)': 1.0}","{'CO3(658)': 1.0, 'OH(5)': 1.0}"
1763,-1.6357972070311653e-10,CH2OH(33) + CO2(13) <=> CH2O2(153) + HCO(14),"{'CH2O2(153)': 1.0, 'HCO(14)': 1.0}","{'CH2OH(33)': 1.0, 'CO2(13)': 1.0}"
1442,-1.6134028368744295e-10,CH2O3(316) + H(3) <=> O(4) + O[CH]O(970),"{'O(4)': 1.0, 'O[CH]O(970)': 1.0}","{'CH2O3(316)': 1.0, 'H(3)': 1.0}"
1605,-1.5205655605884774e-10,O(4) + [O]CO(428) <=> CH2O2(153) + OH(5),"{'CH2O2(153)': 1.0, 'OH(5)': 1.0}","{'O(4)': 1.0, '[O]CO(428)': 1.0}"
1518,1.5124404240681857e-10,CHO3(238) + OH(5) <=> CH2O4(735),{'CH2O4(735)': 1.0},"{'CHO3(238)': 1.0, 'OH(5)': 1.0}"
327,-1.4401456482043666e-10,CH2O2(153) + CO2(13) <=> CHO3(238) + HCO(14),"{'CHO3(238)': 1.0, 'HCO(14)': 1.0}","{'CH2O2(153)': 1.0, 'CO2(13)': 1.0}"
